0x29d850fd5d401d31a9ca43f9c05b0a04f27f008f.sol,0.5.16,POLKACOIN
0x8e039acad407806819edb9676d25e554dd0a1160.sol,0.4.23,CoinHemp
0x427f6188B11c6c3Ec483cEeb44Afc99624557d66.sol,0.5.17,SmartContract
0x266732e2fc94227c4ee5ec0e8394e1c05709f7df.sol,0.5.17,BZRXv1Converter
0x0c473428f2b58ebcde4e76e6019501d01c7c2f24.sol,0.4.25,IntervalIterator
0x6443589eee45dabdcf7c5ceb5e4375b6d786357d.sol,0.4.23,MainToken
0x1563901f2e20195a481d8b5db49c71a6a65610fa.sol,0.5.17,StrategyCompoundBasic
0x2bc7d7673b17efdf7f9d71921e88877711276c84.sol,0.5.16,StableAMM
0x59907c003c782fb68f30e70bcd3f7397758e6bd2.sol,0.5.0,SlashToken
0xa21100bfc6c721af5c8cd7439721743cfcbc854c.sol,0.5.1,Wiener
