0x85c7cd541296637e4d3bfdd26de544256ce5eaa3.sol,0.4.26,PremiumFeedPrices
0x612efa32e2aed8730d17b70ff71e7a29d44a7908.sol,0.5.13,Piong
0x95c8f677106a21cc668265f5b5965d5417c47ea7.sol,0.4.24,UtilFairWin
0x5fff4cf138eb7ec48ea020fe3a2abc3692fb843d.sol,0.4.26,UniswapTradeExample
0x3a19a99c715a3bddc66c74d68b32f2a85244a5b5.sol,0.5.13,Delegator
0x2cDc678E5189134635dc1bd0bd1cD4597Ef3Dd28.sol,0.5.16,P1OracleInverter
0x4ae4862348bf909197bfb9abaf21ad8ace42d046.sol,0.4.23,LightEnergyEcologicalChain
0x13b9fbd6d642db0c9f54f58b21abca7e8cac48de.sol,0.5.16,StableAMM
0x041c97dec69a87c91dd45086446d552b6637b2f1.sol,0.4.24,YesCoin1
0x6f05662109b296afb0f02bf490300c6b95e07d3f.sol,0.5.16,SavingsManager
