0x13c1542a468319688b89e323fe9a3be3a90ebb27.sol,0.5.0,StakingRewards
0x527CAF0E399F83CfBdBd2C65Fb691Ca39ad4E1d9.sol,0.6.0,ConnectOne
0x20302a4b03bff8bdaff0d2e3884cab695c6fa8ef.sol,0.4.23,MainToken
0x2da5133c2b4875186cbd4901caf0d32a6842472d.sol,0.4.24,ambrosiacoin
0x777defe54a17c2a2534e05961e38556f93c56a35.sol,0.5.16,BanqAudit
0x9fef2919d0eefc22f8853f191bea4a7497a53db7.sol,0.5.14,Bidder
0x85c0688cd6a998bf7a650e1407fd3606c6ef360e.sol,0.4.18,Token
0x7385a81f7ef5dca04d2f3fcdf3e599e2b8c7ecc2.sol,0.5.3,SafeMath
0x13dfa8e094764e43f539351df393be6ba4a3012d.sol,0.5.0,StableAMM
0x4F391C202a906EED9e2b63fDd387F28E952782E2.sol,0.5.12,SafeMath
