0x7beebf4a6e5056f420f7c1ee13ca4349f383aea0.sol,0.5.16,FlashETH
0x950722fe21fd4deaed25fe618c22047323e5eea6.sol,0.5.17,TokensViewV3
0xb2dcebf032dfdd704dc6ce7167c6bf07ce941550.sol,0.5.11,DharmaAccountRecoveryOperatorMultisigStaging
0x971d5a272b671c7936d03b66ab89da76c0f8dc38.sol,0.4.24,SelfServiceFrequencyControls
0x16626b413f95fa5468D78b875824055134c8936C.sol,0.5.12,Spotter
0xA8e44bB386766f597a22fCdC14d82a9C700dfb70.sol,0.6.1,hashelot_dayrings
0x9876b4f94e6035304bf792375c53136be158c3d8.sol,0.4.26,BancorConverterRegistry
0x4e88e93b01007e92e617aeb60771249e76c2c0b2.sol,0.4.24,FucksToken
0x9ddac09a378e678107283c719781ca20594f1992.sol,0.5.17,StrategyCompoundBasic
0x47950243599abc758a01c04b4f13c8ffd0fc7266.sol,0.5.0,Grist
