0x95d5d6ebAa2E96d643Bd1dfd4FaEa700B7f6753c.sol,0.4.24,FJTX1000X02
0x504b60a4133699c7056b58d3fe11ea73865a2d65.sol,0.4.18,CapitalCoinExtended
0x8e78c55b96409ec48edb1d8984966a6d4112d96e.sol,0.5.0,MCDFlashLoanTaker
0x06741096ef84fd751b0805a96583123b5cb11540.sol,0.4.25,Recipient
0x0463d394d383f8e56561120ff00834fef8a5afac.sol,0.5.16,FixMarketPlace
0x95d097f455dedd41c4860aba573b3f3018ef2d6e.sol,0.4.25,P2T_ERC20
0x500b508c847492e549842438db4cfc5666b8b7d4.sol,0.5.0,yCurveZapSwapV4
0x47b2223eb33ba465abd6d4f9f2883c0932bc4b20.sol,0.4.18,WTether
0x4577940b7cb25d26a9d978d5cd7cea67e1a7c25a.sol,0.5.16,USDTv2
0xa3fa69aa788b3e51c083347bc8fc4fcf06469dec.sol,0.5.12,DssSpell
