0xb16b48aa291824c78cdd7dd9d33ce72d742154f8.sol,0.4.24,ZIMTOKEN
0xb681c13a7c49b1af7793f43208526f19356ead77.sol,0.5.17,StrategySNXSUSD
0x208bbb6bcea22ef2011789331405347394ebaa51.sol,0.4.24,AI
0xa23c22c4bbf98cf3f2976bda54ab67422e7a84d6.sol,0.5.11,SVN
0x2bfbeF3Cc284040430Baf13af435a1A090BE8FeA.sol,0.4.20,ERC20Token
0x12b7b9d1461f4aa1e713911ecba47a6d04327af6.sol,0.5.14,standardTokenFactoryMaker
0x4055BD5A000d97bFCA86D71386Dc85001Eb738F6.sol,0.4.25,Imt
0x19c8ac33cb42c67ce69bcf4e52466a955d46f866.sol,0.5.0,WindsCoinToken
0x2918eef1e0fac9796347527d8f4a9be8538fd675.sol,0.4.19,JUSToken
0x814459fb8756a087c5A1935FE2FEdd6997494Be0.sol,0.5.11,Euphorium
