0xb0663608d5b9f472f9ca63edfdfcb65f5e77c728.sol,0.4.20,MassTransfer
0x0466Fb3AEC9c9BFc87ae909FcB531e917Bb48230.sol,0.5.12,SevenToken
0x7bae997806015b3e814124d14bb5bed6e725c0a9.sol,0.4.24,BCEToken
0x0f398a2daaa134621e4b687fccfee4ce47599cc1.sol,0.5.12,Flipper
0x43cee9cc1d66338ee7adc2b786a46ffa2b2fdb3e.sol,0.6.0,ConnectBasic
0x75Df5AF045d91108662D8080fD1FEFAd6aA0bb59.sol,0.4.24,ForeignBridgeErcToNative
0x1F3229185e8F5759dcF85337552afD48795a4D38.sol,0.5.12,DssSpell
0x155d5ce952c4131e346358efce66faccdd96b9a5.sol,0.5.17,DharmaTradeReserveV2Implementation
0x7ad9335e172d3dd5f410fb44e43597f26374b2a5.sol,0.4.24,FiatTokenV1
0x15f8afe8e14a91814808fb14cdf25feca4bd835a.sol,0.5.16,StrategyBalancerMTA
