0x96537d7642645e553e6d32bb750de3fff7ac37fd.sol,0.4.26,SAMSUNG
0x800ecA21614dA02Df076981Bca9c664dBE19089A.sol,0.6.1,ActionsGateway
0x5520ebfe30806052125d30e66897f6ac3603c2b7.sol,0.5.0,Staking
0x7b540cf92de1b5697f3cc1dda39437027288c929.sol,0.5.12,DssSpell
0x1101c52fc25dc6d2691cec4b06569cef3c83933c.sol,0.5.12,OracleFactory
0x52fdf7316f72209d9a010a29d7ab34f29fd9ef17.sol,0.5.10,Collateral
0x66b2d8b78c1877028cfae03dfa4da30595236224.sol,0.5.17,StrategyMKRVaultDAIDelegate
0x5f098176b4f96207b3dc7b257175208112147243.sol,0.4.26,ArbContract
0x9f893545c7c1959bc935590b92e4671efc23ce6c.sol,0.5.16,Factory
0x1C6148Cb6EED725d8F2F01b4F24040a855B40191.sol,0.5.10,P2WSH
