0x4ead784006cb920965cb1b45a9f6923330a3ccf0.sol,0.5.12,AtaConstatacao
0x5d0be1e7ca540b007d89bbe0f56f2fa6a60342ea.sol,0.5.13,PMT
0x6829b4bbb75872146f31d856f8ff2ce278030e90.sol,0.4.24,DistributeEth
0x3f19befe54e45467192de0edf5502b042934825e.sol,0.4.24,CrunchToken
0x5b59d016b0c302fafcb680af214d52cb59f50f04.sol,0.5.17,Controller
0xa2db8321a92e8b9e29881a24dd0a95a936a572a3.sol,0.5.7,Token
0xb05b91801abc0f6a20850ba1cc47fad25266784c.sol,0.5.0,TokenMintERC20Token
0x76d9037075a663976e967a0ca8acbc12ef5dc9b3.sol,0.4.26,DigitalDollarRetainerFactory
0xb2b4588e0745e13aac2d006073fe3d394632eadb.sol,0.4.26,Trader
0xb0013da284460ed81bfa4d1e3a83a29c2e15f6c7.sol,0.4.24,TokenManager
