0xa98dfead53e38670af03486f5e4536ed436b033d.sol,0.5.12,LockTokens
0x046ed2df4e9165fb3d7c7a3f5a161e53291b7fbb.sol,0.4.25,WVD
0xa62591b54f414eab47a676bd1cd5190d04135b88.sol,0.5.0,BridgeFlashLoanTaker
0x5ce157c714d800ae283e3f36cdb5dcb83a4b78ca.sol,0.5.17,StrategySNXSUSD
0x989135bb77a68a247c318d63e9d6d4f0be815e83.sol,0.4.23,EduCoin
0xac384422f1123740cc670f6f6fa866b8bfaf8a98.sol,0.5.17,MysticSummoner
0x4d8496b618e846140043003d370000140700aa00.sol,0.5.11,DharmaAccountRecoveryOperatorMultisig
0x73386e25f5bbd74b43fa4429487d834725e3cd7f.sol,0.5.12,ETHERAUK
0x3b12e1fbb468bea80b492d635976809bf950186c.sol,0.5.0,yCurveExchange
0x7a40ab4b8d016e4e76faea844543b033a00ab54d.sol,0.4.25,SafeMath
