0x5267dc888e8ee974d1998c7b688efe907013ed63.sol,0.4.25,Database
0x2206aa8EC85270ACe5597539E3c287E021D41843.sol,0.5.16,ImplementationResolver
0x4704697f1390d1d1d7c898094bba44b53e9fdec2.sol,0.5.0,TokenMintERC20Token
0x535bfaeb50580f674bd2e076d6073adf28a46fa8.sol,0.4.26,EquityToken
0x69d740cd595dd84c427fd4f8b1346580ace447b1.sol,0.5.8,DaiPriceOracle
0x372e082bc6b0575ee1411624ff18ae0df2c24a13.sol,0.4.26,JDQJ
0x7d5943dfb6ff3303728629cf066b6d7cfb22733b.sol,0.5.14,MemberDripDropFactory
0x36a724bd100c39f0ea4d3a20f7097ee01a8ff573.sol,0.5.12,GetCdps
0x85e27a5718382f32238497e78b4a40dd778ab847.sol,0.4.26,BancorConverterRegistry
0x4c0fc6c8acf92638184741ca17ec9e71d8ee6909.sol,0.4.24,NKCLM
