0x56d811088235f11c8920698a204a5010a788f4b3.sol,0.5.17,BZRXToken
0x261cacc129fefbff9bff0a4d8e962a0a49a72bdc.sol,0.5.12,DssSpell
0x0323fa07c085d3eb28a8c0a500112171f6dddd75.sol,0.5.17,Mystic
0x58886ca0564ab9ba4175d855abdd351da9768510.sol,0.4.25,Bwr123Bwr
0x669f9d7d73a9aa0e21d8dd5f66d8846a5422b43a.sol,0.5.0,Staking
0x700a1d7ce704f843ec18747249852c28ce138aa7.sol,0.5.11,Token
0x77223a5a1b31b029dbb8ccaba7304c8217695165.sol,0.5.12,DisableLiquidationSpell
0x7eb6e1f8c3c9da996728f78f6abe3b200b1e77e2.sol,0.5.0,Eth2DaiWrapper
0x2040f2f2bb228927235dc24c33e99e3a0a7922c1.sol,0.5.11,DharmaTradeReserveStaging
0x7bed314446f3bffbc27775df2c6b439f3a376055.sol,0.4.24,BatchedBancorMarketMaker
