0x29af3dc52839b86b70e739fcf380c2e6561cfebf.sol,0.5.10,ShittyDice
0x3608ac31a08a0bb07e0e30389116f2bfd3d12f55.sol,0.4.23,GRRTOKEN
0xb0a8BB79Db98EA2cC698E8E7CebA340EC9fE6103.sol,0.5.0,PriviChain
0xb24745c021657211ed9b24a43136e4125d7d3ade.sol,0.4.24,UpbitHackerToken
0x090559D8630Da8e87066ED6A30C86daa03386346.sol,0.5.0,King
0x8189eb9370ceee0b98d83cc9bd152f98991122e3.sol,0.5.11,Cryptoman
0x56288db47a268810fa49a505044919af82e9088a.sol,0.5.10,JTC
0x6A2f3068734a9b2272A644CE2e701588f9a28B83.sol,0.4.24,TPRToken
0x73ff071f4a13a359ce9d05b87390d9eeaa6a46c4.sol,0.4.24,S_M_A_R_T
0xa4cf2ccda169d3cb5b1c93a864a1ee5d9ec5d760.sol,0.5.17,Minion
