0x3509626cba1a3ac5ab001b8d73a018a07bc3e512.sol,0.5.17,Moloch
0x0e16e0d6215823be2438fab764307ff7d4d7cb3e.sol,0.6.6,UniswapV2PriceOracle
0x866900d67579509c73430d4745039dc1486109d4.sol,0.4.24,SodaPoint
0x8ff536ead7ad5232ae61212be2a0db892fae1c8e.sol,0.4.26,ShareholderRights
0xacd43e627e64355f1861cec6d3a6688b31a6f952.sol,0.5.16,yVault
0x07ad822645bee327cbd99592ae9017996c75569d.sol,0.4.18,NormalToken
0x31179edfd7ef37b16c7643407321466cd0b33b53.sol,0.5.2,OPO
0x60dd0544db8c3831f939d21c37aa5baf03cb74e1.sol,0.5.15,YamAutomation
0x16d649fa41a0a2946cf2f8eb580f9681d951dee0.sol,0.4.25,TokenERC20
0x3621c85a4F3A4dCFF575550C5e1916b9bA4aeebd.sol,0.4.24,PermittedStables
