0x8cb0ded2db088affec4528eef46f4f96fecb05ea.sol,0.5.17,LexToken
0x8e1BB728b37832754A260D99B5467fE6d164c068.sol,0.6.6,AccessControlledAggregator
0x8e5f3abc36da63142275202454c11237f47dd170.sol,0.5.12,DssFebruary7Spell
0x16021275ff18a05970dd504d2c1ceea235e35006.sol,0.4.18,HTLC_ERC20_Token
0x36a22096cfb062c23dd35dc5512244dba4139a44.sol,0.5.0,TokenMintERC20Token
0xa982b2e19e90b2d9f7948e9c1b65d119f1ce88d6.sol,0.5.12,WOMToken
0x4f5f0933158569c026d617337614d00ee6589b6e.sol,0.5.12,GovActions
0x15ea86a02e4bfb523d83ae089bf1ab359ccaf13d.sol,0.4.26,GetPrices
0x6645f377a6f79d9e2b96ae5a8b8c216c4973b6e0.sol,0.5.16,SafeMath
0x3becfb8f3b009c6417a75397e8a99f205a5eab59.sol,0.4.25,ChinToHaPaint
