0x6a61da5e3e26e38029f36282331f2e6b2624b202.sol,0.5.11,UniswapERC20
0x7378ad1ba8f3c8e64bbb2a04473edd35846360f1.sol,0.4.24,DAOFactory
0x913539beff046bcca708f6f61bc01d284c10a51e.sol,0.5.11,InstaMcdGive
0x40569ED020136BC8AaB92033536106a90652dCf6.sol,0.4.23,MainToken
0x873ee7eea500a75896fa8187b274100bb2b3b7eb.sol,0.4.18,MinerCash
0xac1fd75fef38c854cf86611bc66e102981c264a1.sol,0.5.0,CompoundSubscriptions
0x273528B943893BE1C05A48F861F9613a4720673c.sol,0.5.0,VoteCounter
0x98bfe90ccd9d627f882e40bab73b9a9f923639a4.sol,0.4.24,HCMT
0x9bd8ed9585ab6b51eac59e254317d6a7bede6feb.sol,0.4.23,MainToken
0x5fe8f8e8d8317ea26ccf08bb5fd2fe72fc29c4dd.sol,0.5.13,MoneyStampsERC721
