0x0727e6688c3cdc4177beb65fa6c6670830d7e4d7.sol,0.5.15,STARGRAMToken
0x48dcaa53d38792ff0c4f4353bcf7cd64718f7047.sol,0.5.1,uiux
0xa770bd94b3e3fca33a69e6897a35e158ef4939cf.sol,0.4.24,NKCLM
0x7f65be7fad0c22813e51746e7e8f13a20baa9411.sol,0.4.23,Rebitcoin
0xa50700ad3518762ed4dd0ed413e979e4660201f6.sol,0.5.0,Staking
0xab8a38e7d0003275093f391da84e418c1da43a97.sol,0.4.24,StandardToken
0x4CA9123AFC43dC9dde52A57A51AFc44324138ded.sol,0.5.16,ForgeValidator
0x5497c008cca91cf8c3e597c47397f4643f7be432.sol,0.5.12,MindsyncDevTeam
0x36dcffe069a3f2878fab2a46d81e83d462d0cbf7.sol,0.4.25,Tcbcoin
0x2b6695a4a36f388980c559137135fb2906d6f20f.sol,0.4.24,Berry
