0x2f6f7a8657121991e0b0eac3f563ebfd9e2e8800.sol,0.5.15,ERC20Token
0x9ea57c12292cf8ef83421b5da98dcd942a75149a.sol,0.5.12,Laurea
0x00000000daa80e2b0694604fc3644b0016dd56fc.sol,0.5.13,IndestructibleRegistry
0x74cad4100beb2ba5fb7f28090ca378b44c5510c3.sol,0.5.11,CryptoDaysProfi
0x22d6d712482f5a10eeaad70fe09deacd3599d7a7.sol,0.4.25,ContractNo2
0x54c6dfbb807be694841a0f1b84cbc49d8fc98ed7.sol,0.4.24,ForeignAMB
0x6b31cda4dea5c77559e3ed87361e15e6b28b3cde.sol,0.5.11,DharmaSmartWalletImplementationV7Prototype0Staging
0x26f57f35a4ae934df990e7ccd9172c4c3e14f286.sol,0.4.23,CHEX
0x65cf9ee22e2a099f86d0b520a617540c87cb2792.sol,0.5.0,ERC
0x51c586e20ee54836c231a5ffab38098a6f6a3853.sol,0.5.16,BuzzyFinance
