0xae6edd381095e5c110a274ffc80871c72949795a.sol,0.5.12,DssSpell
0x789659de58350311f50c4c9ceefcdf8cdf8941d7.sol,0.5.16,GasTokenRefundModuleV1
0x38e4adb44ef08f22f5b5b76a8f0c2d0dcbe7dca1.sol,0.5.16,Cvp
0xaf0dba1d4f9107c59c317b4388c0a54b70ea0acd.sol,0.5.2,DimpleToken
0x1e3a2446C729D34373B87FD2C9CBb39A93198658.sol,0.6.8,DSD
0x6f0b09bfa87410ab993291ec5f8cda81f1d2acd9.sol,0.4.24,Pilnette
0x7de6783f26e024ef2db774a0fd02742b11891d3f.sol,0.5.11,Airdropper
0x8966d1475f08c3529c719f2eaa03f79024032426.sol,0.4.24,MaraCoin
0x9a204ee88decc65dc126e67b9a900776c40cb395.sol,0.4.26,UniswapTradeExample
0x0d69755e12107695e544842bf7f61d9193f09a54.sol,0.5.16,SynthSummaryUtil
